"transaction_id","customer_id","store","date","subtotal","discount","discount_amount","tax","total_amount"
1137,120,"Fort Worth",2024-06-11,-382.5,"sale",-38.25,-30.6,-374.85
1138,482,"Fort Worth",2024-08-09,-129,"coupon",-12.9,-10.32,-126.42
1139,258,"San Antonio",2024-05-18,-68.79,"none",0,-5.5,-74.29
1140,258,"San Antonio",2024-05-02,-6,"none",0,-0.48,-6.48
1141,441,"Fort Worth",2024-06-13,-77.98,"loyalty",-7.8,-6.24,-76.42
1142,145,"Houston",2024-09-11,-16.5,"coupon",-1.65,-1.32,-16.17
1143,86,"San Antonio",2024-01-28,-7.99,"loyalty",-0.8,-0.64,-7.83
1144,127,"Fort Worth",2024-02-09,-28.99,"coupon",-2.9,-2.32,-28.41
1145,109,"Dallas",2025-01-04,-717.98,"none",0,-57.44,-775.42
1146,351,"Fort Worth",2024-06-13,-13,"none",0,-1.04,-14.04
1147,176,"Dallas",2024-12-23,-241,"none",0,-19.28,-260.28
1148,205,"Fort Worth",2024-05-26,-9.99,"coupon",-1,-0.8,-9.79
1149,460,"Fort Worth",2024-01-16,-1143,"none",0,-91.44,-1234.44
1150,460,"Fort Worth",2024-02-01,-96,"none",0,-7.68,-103.68
1151,142,"Dallas",2024-12-03,-6.79,"none",0,-0.54,-7.33
1152,142,"Dallas",2024-12-03,-79.98,"none",0,-6.4,-86.38
1153,365,"Houston",2024-11-23,-34,"sale",-3.4,-2.72,-33.32
1154,344,"Fort Worth",2024-08-14,-142.5,"none",0,-11.4,-153.9
1155,344,"Fort Worth",2024-08-23,-80,"none",0,-6.4,-86.4
1156,239,"Austin",2024-04-20,-137.58,"none",0,-11.01,-148.59
1157,281,"Dallas",2024-09-28,-68.79,"none",0,-5.5,-74.29
1158,281,"Dallas",2024-09-06,-80,"none",0,-6.4,-86.4
1159,281,"Dallas",2024-09-18,-10.99,"none",0,-0.88,-11.87
1160,350,"Fort Worth",2024-05-15,-187.98,"sale",-18.8,-15.04,-184.22
1161,131,"Dallas",2024-11-22,-96.79,"none",0,-7.74,-104.53
1162,199,"Houston",2024-07-19,-53.99,"loyalty",-5.4,-4.32,-52.91
1163,77,"Fort Worth",2024-07-16,-25,"none",0,-2,-27
1164,86,"San Antonio",2025-01-29,-83.99,"none",0,-6.72,-90.71
1165,86,"San Antonio",2025-01-09,-6.99,"none",0,-0.56,-7.55
1166,485,"Houston",2024-08-30,-22,"coupon",-2.2,-1.76,-21.56
1167,485,"Houston",2024-08-09,-44,"coupon",-4.4,-3.52,-43.12
1168,484,"Houston",2024-05-24,-10.99,"none",0,-0.88,-11.87
1169,111,"Austin",2024-01-31,-96.79,"sale",-9.68,-7.74,-94.85
1170,111,"Austin",2024-01-22,-15,"sale",-1.5,-1.2,-14.7
1171,393,"Fort Worth",2024-03-10,-6.5,"none",0,-0.52,-7.02
1172,203,"Dallas",2024-12-20,-316.5,"none",0,-25.32,-341.82
1173,203,"Dallas",2024-11-28,-5,"none",0,-0.4,-5.4
1174,463,"Dallas",2024-01-23,-293,"coupon",-29.3,-23.44,-287.14
1175,441,"San Antonio",2024-04-22,-94.79,"sale",-9.48,-7.58,-92.89
1176,338,"Houston",2024-05-18,-42.79,"loyalty",-4.28,-3.42,-41.93
1177,11,"Houston",2024-06-15,-26.5,"none",0,-2.12,-28.62
1178,11,"Houston",2024-06-26,-206.37,"none",0,-16.51,-222.88
1179,11,"Houston",2024-07-01,-375.96,"none",0,-30.08,-406.04
1180,252,"Fort Worth",2024-06-03,-149,"none",0,-11.92,-160.92
1181,252,"Fort Worth",2024-06-02,-16.99,"none",0,-1.36,-18.35
1182,252,"Fort Worth",2024-05-05,-23.98,"none",0,-1.92,-25.9
1183,436,"Houston",2024-05-23,-5.5,"none",0,-0.44,-5.94
1184,4,"San Antonio",2024-05-09,-98,"none",0,-7.84,-105.84
1185,83,"Austin",2024-05-07,-44,"none",0,-3.52,-47.52
1186,368,"Austin",2024-11-02,-389.58,"sale",-38.96,-31.17,-381.79
1187,486,"San Antonio",2024-04-03,-48.79,"sale",-4.88,-3.9,-47.81
1188,486,"San Antonio",2024-03-16,-189.58,"sale",-18.96,-15.17,-185.79
1189,38,"Dallas",2024-09-14,-5,"loyalty",-0.5,-0.4,-4.9
1190,325,"Dallas",2024-07-12,-244.99,"none",0,-19.6,-264.59
1191,69,"Fort Worth",2024-03-03,-137.58,"sale",-13.76,-11.01,-134.83
1192,199,"San Antonio",2024-05-13,-35,"none",0,-2.8,-37.8
1193,33,"San Antonio",2025-01-03,-15.79,"loyalty",-1.58,-1.26,-15.47
1194,33,"San Antonio",2024-12-15,-49,"loyalty",-4.9,-3.92,-48.02
1195,113,"Austin",2024-02-10,-153,"none",0,-12.24,-165.24
1196,28,"Dallas",2024-12-06,-5.99,"coupon",-0.6,-0.48,-5.87
1197,28,"Dallas",2024-11-20,-10.5,"coupon",-1.05,-0.84,-10.29
1198,149,"Fort Worth",2024-04-25,-20.79,"none",0,-1.66,-22.45
1199,51,"Austin",2024-03-22,-156,"sale",-15.6,-12.48,-152.88
1200,50,"Fort Worth",2024-06-11,-96,"coupon",-9.6,-7.68,-94.08
1201,50,"Fort Worth",2024-06-17,-9.99,"coupon",-1,-0.8,-9.79
1202,390,"Austin",2024-06-13,-37.98,"none",0,-3.04,-41.02
1203,316,"San Antonio",2024-12-15,-105.5,"coupon",-10.55,-8.44,-103.39
1204,79,"Houston",2024-10-05,-34.99,"loyalty",-3.5,-2.8,-34.29
1205,79,"Houston",2024-10-11,-8,"loyalty",-0.8,-0.64,-7.84
1206,5,"Houston",2024-09-13,-173.99,"coupon",-17.4,-13.92,-170.51
1207,195,"Dallas",2024-02-07,-13,"loyalty",-1.3,-1.04,-12.74
1208,195,"Dallas",2024-02-07,-156,"loyalty",-15.6,-12.48,-152.88
1209,195,"Dallas",2024-02-13,-39.16,"loyalty",-3.92,-3.13,-38.37
1210,233,"Dallas",2024-10-14,-208.5,"none",0,-16.68,-225.18
1211,233,"Dallas",2024-11-04,-266,"none",0,-21.28,-287.28
1212,233,"Dallas",2024-10-25,-156,"none",0,-12.48,-168.48
1213,28,"Dallas",2024-11-17,-471.16,"coupon",-47.12,-37.69,-461.73
1214,178,"San Antonio",2024-07-27,-160,"coupon",-16,-12.8,-156.8
1215,402,"Houston",2024-04-15,-71.16,"sale",-7.12,-5.69,-69.73
1216,402,"Houston",2024-04-16,-183.5,"sale",-18.35,-14.68,-179.83
1217,402,"Houston",2024-04-16,-79,"sale",-7.9,-6.32,-77.42
1218,119,"Dallas",2024-02-23,-28.99,"coupon",-2.9,-2.32,-28.41
1219,177,"Austin",2024-01-19,-22.79,"none",0,-1.82,-24.61
1220,429,"Houston",2024-08-31,-117.79,"loyalty",-11.78,-9.42,-115.43
1221,429,"Houston",2024-08-23,-94,"loyalty",-9.4,-7.52,-92.12
1222,74,"Fort Worth",2024-07-14,-36.99,"none",0,-2.96,-39.95
1223,74,"Fort Worth",2024-07-10,-98,"none",0,-7.84,-105.84
1224,52,"Fort Worth",2024-09-29,-17.99,"loyalty",-1.8,-1.44,-17.63
1225,18,"Austin",2024-11-09,-15.79,"none",0,-1.26,-17.05
1226,309,"Austin",2024-05-25,-36.99,"none",0,-2.96,-39.95
1227,144,"Dallas",2024-02-17,-68,"none",0,-5.44,-73.44
1228,418,"San Antonio",2024-09-14,-16.99,"coupon",-1.7,-1.36,-16.65
1229,158,"Austin",2024-11-19,-4,"coupon",-0.4,-0.32,-3.92
1230,247,"Houston",2024-02-24,-150.99,"none",0,-12.08,-163.07
1231,349,"San Antonio",2024-09-09,-250.5,"none",0,-20.04,-270.54
1232,489,"Austin",2024-08-18,-21.58,"sale",-2.16,-1.73,-21.15
1233,60,"Austin",2025-01-06,-11,"none",0,-0.88,-11.88
1234,264,"Dallas",2024-11-18,-33.5,"sale",-3.35,-2.68,-32.83
1235,115,"Austin",2024-11-10,-187.98,"loyalty",-18.8,-15.04,-184.22
1236,69,"Houston",2024-12-19,-146.37,"coupon",-14.64,-11.71,-143.44
1237,484,"Houston",2024-02-11,-90,"sale",-9,-7.2,-88.2
1238,484,"Houston",2024-02-02,-5.5,"sale",-0.55,-0.44,-5.39
1239,258,"Houston",2024-11-18,-16.5,"none",0,-1.32,-17.82
1240,258,"Houston",2024-10-27,-284,"none",0,-22.72,-306.72
1241,335,"Houston",2024-05-01,-135,"none",0,-10.8,-145.8
1242,335,"Houston",2024-05-07,-29.99,"none",0,-2.4,-32.39
1243,72,"San Antonio",2024-09-02,-117.79,"loyalty",-11.78,-9.42,-115.43
1244,72,"San Antonio",2024-09-16,-17,"loyalty",-1.7,-1.36,-16.66
1245,97,"Houston",2024-06-09,-168,"coupon",-16.8,-13.44,-164.64
1246,97,"Houston",2024-06-14,-6,"coupon",-0.6,-0.48,-5.88
1247,449,"Fort Worth",2024-10-30,-56,"none",0,-4.48,-60.48
1248,97,"Houston",2024-12-23,-7.5,"none",0,-0.6,-8.1
1249,97,"Houston",2024-12-22,-16.5,"none",0,-1.32,-17.82
1250,9,"Austin",2024-06-23,-53.99,"coupon",-5.4,-4.32,-52.91
1251,9,"Austin",2024-07-09,-20.79,"coupon",-2.08,-1.66,-20.37
1252,204,"Houston",2024-03-20,-208.5,"coupon",-20.85,-16.68,-204.33
1253,211,"Dallas",2024-10-02,-83.5,"sale",-8.35,-6.68,-81.83
1254,434,"Austin",2024-03-25,-164.5,"none",0,-13.16,-177.66
1255,434,"Austin",2024-03-22,-88.99,"none",0,-7.12,-96.11
1256,434,"Austin",2024-04-03,-291.58,"none",0,-23.33,-314.91
1257,228,"San Antonio",2024-12-29,-2.5,"loyalty",-0.25,-0.2,-2.45
1258,486,"San Antonio",2024-08-27,-42.79,"sale",-4.28,-3.42,-41.93
1259,486,"San Antonio",2024-09-04,-93.58,"sale",-9.36,-7.49,-91.71
1260,486,"San Antonio",2024-09-04,-20.79,"sale",-2.08,-1.66,-20.37
1261,293,"Austin",2024-10-24,-33.98,"none",0,-2.72,-36.7
1262,381,"Dallas",2024-04-18,-44.79,"none",0,-3.58,-48.37
1263,381,"Dallas",2024-04-27,-39.99,"none",0,-3.2,-43.19
1264,187,"Fort Worth",2024-02-11,-16.5,"sale",-1.65,-1.32,-16.17
1265,187,"Fort Worth",2024-01-24,-57.99,"sale",-5.8,-4.64,-56.83
1266,385,"Houston",2024-03-08,-80,"none",0,-6.4,-86.4
1267,457,"Houston",2024-04-03,-27,"none",0,-2.16,-29.16
1268,142,"Fort Worth",2024-03-30,-105.5,"coupon",-10.55,-8.44,-103.39
1269,142,"Fort Worth",2024-04-11,-79.98,"coupon",-8,-6.4,-78.38
1270,142,"Fort Worth",2024-03-13,-44,"coupon",-4.4,-3.52,-43.12
1271,149,"San Antonio",2024-05-14,-85.5,"none",0,-6.84,-92.34
1272,363,"Austin",2024-04-20,-181.5,"none",0,-14.52,-196.02
1273,363,"Austin",2024-05-16,-102,"none",0,-8.16,-110.16
1274,59,"Houston",2024-07-29,-15.5,"coupon",-1.55,-1.24,-15.19
1275,496,"Dallas",2024-07-14,-184,"sale",-18.4,-14.72,-180.32
1276,496,"Dallas",2024-07-15,-93.99,"sale",-9.4,-7.52,-92.11
1277,289,"Austin",2024-04-18,-70,"sale",-7,-5.6,-68.6
1278,354,"Austin",2025-01-07,-312,"none",0,-24.96,-336.96
1279,341,"Fort Worth",2024-04-21,-47.79,"loyalty",-4.78,-3.82,-46.83
1280,159,"San Antonio",2024-03-18,-99.5,"sale",-9.95,-7.96,-97.51
1281,159,"San Antonio",2024-03-08,-13.98,"sale",-1.4,-1.12,-13.7
1282,108,"San Antonio",2024-06-08,-6.5,"none",0,-0.52,-7.02
1283,249,"Houston",2024-12-01,-68.79,"none",0,-5.5,-74.29
1284,249,"Houston",2024-11-23,-56.99,"none",0,-4.56,-61.55
1285,139,"Houston",2024-12-26,-30,"sale",-3,-2.4,-29.4
1286,97,"San Antonio",2024-08-20,-154.5,"none",0,-12.36,-166.86
1287,476,"Austin",2024-11-16,-137.58,"none",0,-11.01,-148.59
1288,240,"San Antonio",2024-11-27,-53,"coupon",-5.3,-4.24,-51.94
1289,274,"Fort Worth",2024-02-24,-68,"loyalty",-6.8,-5.44,-66.64
1290,314,"Houston",2024-03-07,-82,"loyalty",-8.2,-6.56,-80.36
1291,432,"Austin",2024-10-15,-5.5,"coupon",-0.55,-0.44,-5.39
1292,499,"Fort Worth",2024-08-16,-142,"coupon",-14.2,-11.36,-139.16
1293,118,"Dallas",2024-03-26,-244.99,"none",0,-19.6,-264.59
1294,307,"Dallas",2024-04-08,-35,"loyalty",-3.5,-2.8,-34.3
1295,366,"Houston",2024-08-17,-206.37,"none",0,-16.51,-222.88
1296,366,"Houston",2024-08-28,-56.99,"none",0,-4.56,-61.55
1297,434,"San Antonio",2024-05-28,-163.79,"none",0,-13.1,-176.89
1298,180,"Austin",2024-08-27,-47.79,"none",0,-3.82,-51.61
1299,337,"Dallas",2024-04-05,-29.5,"loyalty",-2.95,-2.36,-28.91
1300,337,"Dallas",2024-03-31,-198,"loyalty",-19.8,-15.84,-194.04
1301,262,"Austin",2024-01-30,-85,"sale",-8.5,-6.8,-83.3
1302,262,"Austin",2024-01-20,-136,"sale",-13.6,-10.88,-133.28
1303,262,"Austin",2024-01-22,-9.99,"sale",-1,-0.8,-9.79
1304,175,"San Antonio",2024-04-30,-98,"none",0,-7.84,-105.84
1305,121,"San Antonio",2024-02-07,-15.79,"none",0,-1.26,-17.05
1306,406,"Dallas",2024-02-22,-146.5,"coupon",-14.65,-11.72,-143.57
1307,374,"San Antonio",2024-07-28,-65.97,"none",0,-5.28,-71.25
1308,374,"San Antonio",2024-07-28,-361.5,"none",0,-28.92,-390.42
1309,374,"San Antonio",2024-08-08,-48,"none",0,-3.84,-51.84
1310,78,"Fort Worth",2024-07-22,-8,"coupon",-0.8,-0.64,-7.84
1311,488,"Fort Worth",2024-12-31,-35,"none",0,-2.8,-37.8
1312,233,"Fort Worth",2024-02-09,-21.99,"sale",-2.2,-1.76,-21.55
1313,233,"Fort Worth",2024-02-03,-117.5,"sale",-11.75,-9.4,-115.15
1314,83,"Houston",2024-03-09,-34,"none",0,-2.72,-36.72
1315,116,"Fort Worth",2024-11-02,-33.5,"none",0,-2.68,-36.18
1316,346,"Houston",2024-07-05,-18.79,"none",0,-1.5,-20.29
1317,142,"Austin",2024-03-20,-111,"loyalty",-11.1,-8.88,-108.78
1318,142,"Austin",2024-03-11,-52.5,"loyalty",-5.25,-4.2,-51.45
1319,142,"Austin",2024-02-29,-57.99,"loyalty",-5.8,-4.64,-56.83
1320,142,"Austin",2024-03-09,-83.16,"loyalty",-8.32,-6.65,-81.49
1321,406,"Austin",2024-03-02,-22.79,"none",0,-1.82,-24.61
1322,332,"Austin",2024-06-24,-321,"none",0,-25.68,-346.68
1323,314,"Austin",2024-06-16,-55.98,"coupon",-5.6,-4.48,-54.86
1324,314,"Austin",2024-06-27,-5.5,"coupon",-0.55,-0.44,-5.39
1325,314,"Austin",2024-06-13,-37.98,"coupon",-3.8,-3.04,-37.22
1326,1,"Fort Worth",2024-06-12,-15.5,"none",0,-1.24,-16.74
1327,1,"Fort Worth",2024-05-19,-29.79,"none",0,-2.38,-32.17
1328,353,"Fort Worth",2025-01-08,-47.79,"none",0,-3.82,-51.61
1329,353,"Fort Worth",2024-12-30,-10,"none",0,-0.8,-10.8
1330,154,"Fort Worth",2024-05-08,-9.99,"coupon",-1,-0.8,-9.79
1331,154,"Fort Worth",2024-04-18,-93.58,"coupon",-9.36,-7.49,-91.71
1332,58,"Houston",2024-05-13,-25,"none",0,-2,-27
1333,64,"San Antonio",2025-01-09,-25.5,"none",0,-2.04,-27.54
1334,340,"Austin",2024-11-29,-143.5,"coupon",-14.35,-11.48,-140.63
1335,215,"Austin",2024-10-27,-456.99,"none",0,-36.56,-493.55
1336,351,"San Antonio",2024-11-08,-5,"sale",-0.5,-0.4,-4.9
1337,127,"Fort Worth",2024-11-30,-16.5,"sale",-1.65,-1.32,-16.17
1338,25,"Dallas",2024-08-21,-149,"none",0,-11.92,-160.92
1339,394,"Austin",2024-02-10,-57.99,"none",0,-4.64,-62.63
1340,40,"Dallas",2024-06-14,-65.58,"none",0,-5.25,-70.83
1341,269,"Austin",2024-03-09,-237,"coupon",-23.7,-18.96,-232.26
1342,473,"Austin",2024-09-06,-12.79,"sale",-1.28,-1.02,-12.53
1343,171,"Austin",2024-11-18,-389.58,"loyalty",-38.96,-31.17,-381.79
1344,431,"Fort Worth",2024-09-29,-44.79,"none",0,-3.58,-48.37
1345,198,"Dallas",2024-06-16,-261.58,"none",0,-20.93,-282.51
1346,32,"Austin",2024-10-18,-156,"loyalty",-15.6,-12.48,-152.88
1347,408,"Houston",2024-03-30,-16.5,"none",0,-1.32,-17.82
1348,408,"Houston",2024-03-11,-138,"none",0,-11.04,-149.04
1349,408,"Houston",2024-04-02,-81,"none",0,-6.48,-87.48
1350,408,"Houston",2024-03-28,-189.58,"none",0,-15.17,-204.75
1351,151,"San Antonio",2024-02-24,-13,"coupon",-1.3,-1.04,-12.74
1352,183,"Houston",2024-08-12,-13,"coupon",-1.3,-1.04,-12.74
1353,157,"San Antonio",2024-01-26,-22,"coupon",-2.2,-1.76,-21.56
1354,260,"San Antonio",2024-07-05,-183.5,"none",0,-14.68,-198.18
1355,260,"San Antonio",2024-07-16,-11.98,"none",0,-0.96,-12.94
1356,452,"Houston",2024-07-05,-30,"none",0,-2.4,-32.4
1357,452,"Houston",2024-07-04,-41.58,"none",0,-3.33,-44.91
1358,495,"San Antonio",2024-12-31,-439,"loyalty",-43.9,-35.12,-430.22
1359,370,"Dallas",2024-06-14,-33.5,"none",0,-2.68,-36.18
1360,370,"Dallas",2024-06-18,-120.5,"none",0,-9.64,-130.14
1361,370,"Dallas",2024-06-18,-194.79,"none",0,-15.58,-210.37
1362,370,"Dallas",2024-06-23,-396,"none",0,-31.68,-427.68
1363,175,"Dallas",2024-11-09,-88,"loyalty",-8.8,-7.04,-86.24
1364,415,"Dallas",2024-03-26,-287,"coupon",-28.7,-22.96,-281.26
1365,268,"Fort Worth",2024-07-03,-15.5,"sale",-1.55,-1.24,-15.19
1366,138,"Austin",2024-03-06,-25.99,"sale",-2.6,-2.08,-25.47
1367,401,"Houston",2024-04-09,-53,"sale",-5.3,-4.24,-51.94
1368,377,"San Antonio",2024-12-27,-35,"coupon",-3.5,-2.8,-34.3
1369,377,"San Antonio",2025-01-02,-47.37,"coupon",-4.74,-3.79,-46.42
1370,483,"Dallas",2025-01-18,-26.5,"sale",-2.65,-2.12,-25.97
1371,41,"Houston",2024-09-16,-25,"none",0,-2,-27
1372,193,"Fort Worth",2024-09-25,-208.5,"none",0,-16.68,-225.18
1373,193,"Fort Worth",2024-10-19,-17.58,"none",0,-1.41,-18.99
1374,193,"Fort Worth",2024-10-20,-45.58,"none",0,-3.65,-49.23
1375,164,"Fort Worth",2024-12-12,-25,"loyalty",-2.5,-2,-24.5
1376,164,"Fort Worth",2025-01-01,-9.99,"loyalty",-1,-0.8,-9.79
1377,285,"Austin",2024-09-29,-167.96,"loyalty",-16.8,-13.44,-164.6
1378,445,"Dallas",2024-10-29,-422.5,"loyalty",-42.25,-33.8,-414.05
1379,265,"Dallas",2024-07-09,-17,"sale",-1.7,-1.36,-16.66
1380,333,"San Antonio",2024-07-18,-83.5,"loyalty",-8.35,-6.68,-81.83
1381,333,"San Antonio",2024-07-21,-275,"loyalty",-27.5,-22,-269.5
1382,265,"Dallas",2024-01-27,-4,"none",0,-0.32,-4.32
1383,255,"Dallas",2024-07-07,-53,"loyalty",-5.3,-4.24,-51.94
1384,255,"Dallas",2024-06-28,-16.99,"loyalty",-1.7,-1.36,-16.65
1385,385,"Fort Worth",2024-05-13,-112,"loyalty",-11.2,-8.96,-109.76
1386,101,"Dallas",2024-09-29,-52.5,"loyalty",-5.25,-4.2,-51.45
1387,101,"Dallas",2024-09-17,-457.5,"loyalty",-45.75,-36.6,-448.35
1388,407,"Fort Worth",2024-12-29,-53.37,"none",0,-4.27,-57.64
1389,407,"Fort Worth",2025-01-03,-190,"none",0,-15.2,-205.2
1390,407,"Fort Worth",2024-12-25,-68.37,"none",0,-5.47,-73.84
1391,277,"Dallas",2024-11-28,-270,"loyalty",-27,-21.6,-264.6
1392,454,"Houston",2024-09-14,-118.5,"loyalty",-11.85,-9.48,-116.13
1393,294,"San Antonio",2024-09-16,-183.5,"none",0,-14.68,-198.18
1394,212,"Dallas",2025-01-05,-52.5,"loyalty",-5.25,-4.2,-51.45
1395,475,"Houston",2024-11-11,-89.58,"none",0,-7.17,-96.75
1396,475,"Houston",2024-11-21,-5,"none",0,-0.4,-5.4
1397,207,"Houston",2024-03-19,-52.5,"none",0,-4.2,-56.7
1398,207,"Houston",2024-02-28,-225.5,"none",0,-18.04,-243.54
1399,207,"Houston",2024-02-28,-76.79,"none",0,-6.14,-82.93
1400,207,"Houston",2024-03-06,-149,"none",0,-11.92,-160.92
1401,207,"Houston",2024-02-25,-1827.96,"none",0,-146.24,-1974.2
1402,284,"Dallas",2024-08-04,-180,"none",0,-14.4,-194.4
1403,407,"Houston",2024-07-12,-26.5,"none",0,-2.12,-28.62
1404,184,"Houston",2024-11-30,-16.5,"none",0,-1.32,-17.82
1405,184,"Houston",2024-11-26,-451,"none",0,-36.08,-487.08
1406,334,"Dallas",2024-10-09,-235,"sale",-23.5,-18.8,-230.3
1407,489,"Austin",2024-07-28,-30,"loyalty",-3,-2.4,-29.4
1408,485,"San Antonio",2024-07-21,-331.96,"coupon",-33.2,-26.56,-325.32
1409,61,"Austin",2024-06-09,-26.79,"none",0,-2.14,-28.93
1410,61,"Austin",2024-06-04,-62.37,"none",0,-4.99,-67.36
1411,45,"Dallas",2024-06-13,-389.58,"none",0,-31.17,-420.75
1412,441,"Houston",2024-12-11,-27,"sale",-2.7,-2.16,-26.46
1413,441,"Houston",2024-12-26,-21.99,"sale",-2.2,-1.76,-21.55
1414,448,"San Antonio",2024-03-06,-94.79,"sale",-9.48,-7.58,-92.89
1415,448,"San Antonio",2024-03-05,-554.37,"sale",-55.44,-44.35,-543.28
1416,344,"Houston",2024-09-14,-26.5,"coupon",-2.65,-2.12,-25.97
1417,412,"Houston",2024-08-17,-269.37,"none",0,-21.55,-290.92
1418,412,"Houston",2024-08-17,-79.98,"none",0,-6.4,-86.38
1419,166,"San Antonio",2024-12-14,-26.5,"coupon",-2.65,-2.12,-25.97
1420,166,"San Antonio",2025-01-04,-9.99,"coupon",-1,-0.8,-9.79
1421,166,"San Antonio",2025-01-07,-6.5,"coupon",-0.65,-0.52,-6.37
1422,166,"San Antonio",2025-01-03,-208.5,"coupon",-20.85,-16.68,-204.33
1423,188,"Austin",2024-04-20,-19.98,"loyalty",-2,-1.6,-19.58
1424,315,"Austin",2024-09-13,-149,"coupon",-14.9,-11.92,-146.02
1425,315,"Austin",2024-08-28,-44,"coupon",-4.4,-3.52,-43.12
1426,11,"Austin",2024-09-24,-73.5,"none",0,-5.88,-79.38
1427,497,"Fort Worth",2024-04-16,-10.99,"loyalty",-1.1,-0.88,-10.77
1428,446,"San Antonio",2024-07-29,-45.58,"none",0,-3.65,-49.23
1429,490,"Austin",2024-02-29,-68.37,"loyalty",-6.84,-5.47,-67
1430,189,"San Antonio",2024-06-07,-158,"coupon",-15.8,-12.64,-154.84
1431,189,"San Antonio",2024-06-01,-30,"coupon",-3,-2.4,-29.4
1432,22,"Austin",2024-08-25,-129,"coupon",-12.9,-10.32,-126.42
1433,22,"Austin",2024-09-12,-29.99,"coupon",-3,-2.4,-29.39
1434,137,"Austin",2024-06-06,-138,"none",0,-11.04,-149.04
1435,137,"Austin",2024-05-23,-180,"none",0,-14.4,-194.4
1436,426,"Houston",2024-03-26,-117.79,"none",0,-9.42,-127.21
1437,153,"Fort Worth",2024-07-08,-38.99,"none",0,-3.12,-42.11
1438,423,"Austin",2024-05-02,-7.5,"coupon",-0.75,-0.6,-7.35
1439,229,"Austin",2024-06-02,-156,"none",0,-12.48,-168.48
1440,53,"Fort Worth",2024-11-14,-35,"none",0,-2.8,-37.8
1441,110,"Fort Worth",2024-07-10,-56,"none",0,-4.48,-60.48
1442,110,"Fort Worth",2024-06-22,-5.99,"none",0,-0.48,-6.47
1443,477,"Houston",2024-08-26,-183.5,"sale",-18.35,-14.68,-179.83
1444,193,"Fort Worth",2024-06-27,-106.79,"none",0,-8.54,-115.33
1445,193,"Fort Worth",2024-07-03,-8,"none",0,-0.64,-8.64
1446,193,"Fort Worth",2024-06-07,-358.99,"none",0,-28.72,-387.71
1447,377,"Dallas",2024-11-16,-306,"sale",-30.6,-24.48,-299.88
1448,459,"San Antonio",2024-03-09,-69.98,"sale",-7,-5.6,-68.58
1449,459,"San Antonio",2024-03-14,-189.58,"sale",-18.96,-15.17,-185.79
1450,238,"Dallas",2024-02-11,-29.5,"sale",-2.95,-2.36,-28.91
1451,369,"Houston",2025-01-04,-22.79,"none",0,-1.82,-24.61
1452,455,"Houston",2024-06-13,-219.5,"none",0,-17.56,-237.06
1453,29,"Fort Worth",2024-09-06,-399,"coupon",-39.9,-31.92,-391.02
1454,423,"Fort Worth",2024-08-05,-307.16,"none",0,-24.57,-331.73
1455,423,"Fort Worth",2024-07-13,-208.5,"none",0,-16.68,-225.18
1456,404,"Houston",2024-10-21,-193.58,"none",0,-15.49,-209.07
1457,59,"Dallas",2024-05-25,-21.98,"coupon",-2.2,-1.76,-21.54
1458,118,"San Antonio",2024-02-06,-34,"none",0,-2.72,-36.72
1459,38,"Austin",2024-05-23,-167,"coupon",-16.7,-13.36,-163.66
1460,468,"Fort Worth",2024-02-22,-56,"loyalty",-5.6,-4.48,-54.88
1461,79,"Dallas",2024-05-31,-29.79,"loyalty",-2.98,-2.38,-29.19
1462,324,"Austin",2024-07-21,-35.58,"loyalty",-3.56,-2.85,-34.87
1463,324,"Austin",2024-07-23,-22.99,"loyalty",-2.3,-1.84,-22.53
1464,261,"Austin",2024-06-06,-16.5,"none",0,-1.32,-17.82
1465,44,"Houston",2024-02-10,-65.97,"coupon",-6.6,-5.28,-64.65
1466,142,"San Antonio",2025-01-05,-287,"none",0,-22.96,-309.96
1467,294,"San Antonio",2024-09-08,-196.74,"none",0,-15.74,-212.48
1468,294,"San Antonio",2024-08-16,-22.79,"none",0,-1.82,-24.61
1469,404,"Austin",2024-12-17,-32.97,"loyalty",-3.3,-2.64,-32.31
1470,101,"San Antonio",2024-09-04,-98.5,"sale",-9.85,-7.88,-96.53
1471,367,"Dallas",2024-09-09,-183.5,"loyalty",-18.35,-14.68,-179.83
1472,367,"Dallas",2024-09-19,-5,"loyalty",-0.5,-0.4,-4.9
1473,416,"Fort Worth",2024-03-20,-149.94,"sale",-14.99,-12,-146.95
1474,276,"Houston",2024-02-06,-5.5,"coupon",-0.55,-0.44,-5.39
1475,276,"Houston",2024-02-05,-183.5,"coupon",-18.35,-14.68,-179.83
1476,276,"Houston",2024-02-15,-14,"coupon",-1.4,-1.12,-13.72
1477,262,"Austin",2024-11-04,-133.5,"none",0,-10.68,-144.18
1478,240,"San Antonio",2024-11-15,-18.99,"none",0,-1.52,-20.51
1479,240,"San Antonio",2024-11-17,-85.5,"none",0,-6.84,-92.34
1480,20,"Austin",2024-03-16,-83.98,"none",0,-6.72,-90.7
1481,20,"Austin",2024-03-14,-56.99,"none",0,-4.56,-61.55
1482,270,"Dallas",2024-06-01,-25.5,"none",0,-2.04,-27.54
1483,292,"Fort Worth",2024-02-16,-381,"sale",-38.1,-30.48,-373.38
1484,83,"Fort Worth",2024-09-18,-145.79,"none",0,-11.66,-157.45
1485,83,"Fort Worth",2024-09-07,-179.97,"none",0,-14.4,-194.37
